수집시간,정산회차,타이밍,시간대,롱숏_롱,롱숏_숏,청산금액,청산_롱,청산_숏,청산비율,펀딩_바이낸스,펀딩_OKX,펀딩_바이비트,미결제_비중,미결제_BTC,미결제_USD,BTC_현재가,업비트_KRW,달러환율,김치프리미엄,테이커_매수비율,매수벽_1가격,매수벽_1BTC,매도벽_1가격,매도벽_1BTC
2026-06-14 00:30,1차(01:00),정산_30분전,1시간,44.16%,55.84%,5.17M,997.40K,4.18M,80.72% 숏포지션,+0.001%,-0.006%,+0.002%,18.42%,8.62B,134.16K,"$64,279.09","96,960,000",1517.37,-0.558%,64.8%,"$64,000",150.2BTC,,,"$64,500",293.2BTC,,
2026-06-14 01:00,1차(01:00),정산_기준,1시간,33.75%,66.25%,6.05M,867.44K,5.18M,85.66% 숏포지션,+0.001%,-0.006%,+0.001%,18.41%,8.62B,134.33K,"$64,300.96","96,928,000",1517.37,-0.530%,60.7%,"$64,000",189.1BTC,,,"$64,000",605.5BTC,,
2026-06-14 01:00,1차(01:00),정산_기준,4시간,47.14%,52.86%,19.56M,4.42M,15.15M,77.43% 숏포지션,+0.001%,-0.006%,+0.001%,18.41%,8.62B,134.33K,"$64,300.96","96,928,000",1517.37,-0.530%,60.7%,"$64,000",189.1BTC,,,"$64,000",605.5BTC,,
2026-06-14 01:00,1차(01:00),정산_기준,12시간,50.02%,49.98%,45.40M,17.39M,28.02M,61.71% 숏포지션,+0.001%,-0.006%,+0.001%,18.41%,8.62B,134.33K,"$64,300.96","96,928,000",1517.37,-0.530%,60.7%,"$64,000",189.1BTC,,,"$64,000",605.5BTC,,
2026-06-14 01:00,1차(01:00),정산_기준,24시간,49.96%,50.04%,109.59M,60.28M,49.31M,55% 롱포지션,+0.001%,-0.006%,+0.001%,18.41%,8.62B,134.33K,"$64,300.96","96,928,000",1517.37,-0.530%,60.7%,"$64,000",189.1BTC,,,"$64,000",605.5BTC,,
2026-06-14 01:30,1차(01:00),정산_30분후,1시간,42.9%,57.1%,6.90M,3.82M,3.09M,55.28% 롱포지션,0.000%,-0.006%,-0.003%,18.41%,8.58B,133.96K,"$63,990.57","96,556,000",1517.37,-0.516%,42.4%,"$64,000",126.3BTC,,,"$64,000",178.8BTC,,
2026-06-14 02:00,1차(01:00),정산_1시간후,1시간,45.21%,54.79%,6.56M,5.58M,980.72K,85.05% 롱포지션,-0.001%,-0.005%,0.000%,18.47%,8.59B,134.26K,"$63,995.99","96,590,000",1517.37,-0.498%,51.2%,"$64,000",124.4BTC,,,"$64,000",153.7BTC,,
2026-06-14 04:00,-,일반,1시간,57.37%,42.63%,3.75M,1.99M,1.76M,53.13% 롱포지션,-0.004%,-0.003%,0.000%,18.55%,8.64B,134.84K,"$64,154.15","96,836,000",1517.37,-0.481%,43.4%,"$64,000",163.5BTC,,,"$64,000",160.3BTC,,
2026-06-14 06:00,-,일반,1시간,49.99%,50.01%,1.82M,1.05M,772.84K,57.64% 롱포지션,-0.005%,-0.002%,+0.001%,18.55%,8.70B,135.41K,"$64,283.66","97,077,000",1517.37,-0.438%,49.4%,"$64,000",142.4BTC,,,"$64,500",194.1BTC,,
2026-06-14 08:00,2차(09:00),정산_1시간전,1시간,53.11%,46.89%,2.02M,1.45M,565.60K,71.97% 롱포지션,-0.005%,-0.002%,+0.002%,18.59%,8.70B,135.00K,"$64,446.28","97,466,000",1517.37,-0.291%,37.0%,"$64,500",161.5BTC,,,"$64,500",165.3BTC,,
2026-06-14 08:30,2차(09:00),정산_30분전,1시간,51.84%,48.16%,1.91M,1.06M,846.68K,55.59% 롱포지션,-0.005%,-0.003%,+0.001%,18.59%,8.70B,134.97K,"$64,447.9","97,562,000",1517.37,-0.193%,44.0%,"$64,500",186.4BTC,,,"$64,500",154.5BTC,,
2026-06-14 09:00,2차(09:00),정산_기준,1시간,49.08%,50.92%,1.79M,1.06M,729.41K,59.34% 롱포지션,-0.005%,-0.003%,+0.001%,18.59%,8.69B,134.98K,"$64,445.98","97,451,000",1517.37,-0.254%,52.7%,"$64,500",166.3BTC,,,"$64,500",192.7BTC,,
2026-06-14 09:00,2차(09:00),정산_기준,4시간,48.35%,51.65%,53.68M,6.82M,46.86M,87.29% 숏포지션,-0.005%,-0.003%,+0.001%,18.59%,8.69B,134.98K,"$64,445.98","97,451,000",1517.37,-0.254%,52.7%,"$64,500",166.3BTC,,,"$64,500",192.7BTC,,
2026-06-14 09:00,2차(09:00),정산_기준,12시간,56.81%,43.19%,89.91M,21.22M,68.69M,76.4% 숏포지션,-0.005%,-0.003%,+0.001%,18.59%,8.69B,134.98K,"$64,445.98","97,451,000",1517.37,-0.254%,52.7%,"$64,500",166.3BTC,,,"$64,500",192.7BTC,,
2026-06-14 09:00,2차(09:00),정산_기준,24시간,50.4%,49.6%,130.02M,42.69M,87.33M,67.16% 숏포지션,-0.005%,-0.003%,+0.001%,18.59%,8.69B,134.98K,"$64,445.98","97,451,000",1517.37,-0.254%,52.7%,"$64,500",166.3BTC,,,"$64,500",192.7BTC,,
2026-06-14 09:30,2차(09:00),정산_30분후,1시간,54.62%,45.38%,1.63M,981.83K,646.41K,60.3% 롱포지션,-0.004%,-0.004%,-0.002%,18.51%,8.70B,135.04K,"$64,479.77","97,608,000",1517.25,-0.229%,69.3%,"$64,500",157.6BTC,,,"$64,500",168.6BTC,,
2026-06-14 10:00,2차(09:00),정산_1시간후,1시간,76.37%,23.63%,2.19M,1.51M,686.23K,68.73% 롱포지션,-0.004%,-0.004%,-0.002%,18.50%,8.72B,135.12K,"$64,555.03","97,731,000",1517.25,-0.179%,35.4%,"$64,500",187.3BTC,,,"$64,500",205.5BTC,,
2026-06-14 12:00,-,일반,1시간,47.26%,52.74%,1.56M,995.48K,569.21K,63.62% 롱포지션,-0.004%,-0.006%,-0.002%,18.49%,8.73B,135.40K,"$64,491.93","97,645,000",1517.25,-0.129%,41.9%,"$64,500",194.7BTC,,,"$64,500",162.0BTC,,
2026-06-14 14:00,-,일반,1시간,36.81%,63.19%,4.07M,2.38M,1.69M,58.43% 롱포지션,-0.006%,-0.007%,-0.003%,18.47%,8.72B,135.49K,"$64,370.83","97,283,000",1517.25,-0.354%,29.9%,"$64,500",139.9BTC,,,"$64,500",198.1BTC,,
2026-06-14 16:00,3차(17:00),정산_1시간전,1시간,51.43%,48.57%,3.42M,2.13M,1.30M,62.08% 롱포지션,-0.006%,-0.005%,0.000%,18.43%,8.70B,135.36K,"$64,285.92","97,108,000",1517.25,-0.390%,46.9%,"$64,000",203.5BTC,,,"$64,500",331.2BTC,,
2026-06-14 16:30,3차(17:00),정산_30분전,1시간,58.83%,41.17%,3.27M,2.57M,703.88K,78.51% 롱포지션,-0.005%,-0.004%,,18.44%,8.71B,135.31K,"$64,322.09","97,212,000",1517.25,-0.369%,44.9%,"$64,500",155.4BTC,,,"$64,500",159.7BTC,,
2026-06-14 17:00,3차(17:00),정산_기준,1시간,49.25%,50.75%,3.48M,2.39M,1.09M,68.67% 롱포지션,-0.005%,-0.003%,+0.001%,18.42%,8.71B,135.23K,"$64,422.22","97,288,000",1517.25,-0.390%,56.6%,"$64,500",186.2BTC,,,"$64,500",175.3BTC,,
2026-06-14 17:00,3차(17:00),정산_기준,4시간,47.52%,52.48%,14.70M,9.50M,5.20M,64.63% 롱포지션,-0.005%,-0.003%,+0.001%,18.42%,8.71B,135.23K,"$64,422.22","97,288,000",1517.25,-0.390%,56.6%,"$64,500",186.2BTC,,,"$64,500",175.3BTC,,
2026-06-14 17:00,3차(17:00),정산_기준,12시간,51.87%,48.13%,75.75M,20.49M,55.26M,72.95% 숏포지션,-0.005%,-0.003%,+0.001%,18.42%,8.71B,135.23K,"$64,422.22","97,288,000",1517.25,-0.390%,56.6%,"$64,500",186.2BTC,,,"$64,500",175.3BTC,,
2026-06-14 17:00,3차(17:00),정산_기준,24시간,51.42%,48.58%,122.01M,39.02M,82.99M,68.02% 숏포지션,-0.005%,-0.003%,+0.001%,18.42%,8.71B,135.23K,"$64,422.22","97,288,000",1517.25,-0.390%,56.6%,"$64,500",186.2BTC,,,"$64,500",175.3BTC,,
2026-06-14 17:30,3차(17:00),정산_30분후,1시간,51.49%,48.51%,3.92M,2.36M,1.56M,60.14% 롱포지션,-0.004%,-0.003%,+0.002%,18.40%,8.71B,135.20K,"$64,485.14","97,429,000",1517.25,-0.332%,38.6%,"$64,500",225.6BTC,,,"$64,500",172.0BTC,,
2026-06-14 18:00,3차(17:00),정산_1시간후,1시간,53.82%,46.18%,2.74M,1.27M,1.46M,53.47% 숏포지션,-0.004%,-0.003%,+0.003%,18.40%,8.72B,135.24K,"$64,455.21","97,455,000",1517.25,-0.298%,49.9%,"$64,500",205.4BTC,,,"$64,500",186.4BTC,,
2026-06-14 20:00,-,일반,1시간,65.14%,34.86%,2.79M,1.24M,1.55M,55.47% 숏포지션,-0.004%,-0.004%,+0.001%,18.39%,8.74B,135.53K,"$64,518.78","97,575,000",1517.25,-0.232%,42.3%,"$64,500",191.6BTC,,,"$64,500",150.3BTC,,
2026-06-14 22:00,-,일반,1시간,31.53%,68.47%,6.62M,5.76M,858.52K,87.03% 롱포지션,-0.005%,-0.006%,,18.43%,8.74B,135.88K,"$64,361.48","97,221,000",1517.25,-0.358%,44.3%,"$64,500",152.6BTC,,,"$64,500",208.5BTC,,
2026-06-15 00:00,1차(01:00),정산_1시간전,1시간,64.83%,35.17%,24.82M,22.96M,1.86M,92.5% 롱포지션,-0.005%,-0.007%,+0.001%,18.45%,8.68B,135.76K,"$63,974.84","96,644,000",1517.25,-0.481%,57.7%,"$64,000",180.5BTC,,,"$64,000",219.6BTC,,
2026-06-15 00:30,1차(01:00),정산_30분전,1시간,71.6%,28.4%,25.17M,22.36M,2.80M,88.86% 롱포지션,-0.004%,-0.007%,+0.001%,18.45%,8.69B,135.76K,"$64,047.51","96,554,000",1517.25,-0.589%,55.4%,"$64,000",356.6BTC,,,"$64,000",164.0BTC,,
2026-06-15 01:00,1차(01:00),정산_기준,1시간,40.24%,59.76%,2.60M,915.37K,1.69M,64.85% 숏포지션,-0.003%,-0.008%,+0.001%,18.43%,8.68B,135.68K,"$64,015.71","96,628,000",1517.25,-0.524%,55.4%,"$64,000",146.2BTC,,,"$64,000",200.9BTC,,
2026-06-15 01:00,1차(01:00),정산_기준,4시간,52.47%,47.53%,41.27M,35.18M,6.09M,85.25% 롱포지션,-0.003%,-0.008%,+0.001%,18.43%,8.68B,135.68K,"$64,015.71","96,628,000",1517.25,-0.524%,55.4%,"$64,000",146.2BTC,,,"$64,000",200.9BTC,,
2026-06-15 01:00,1차(01:00),정산_기준,12시간,52.44%,47.56%,67.97M,51.77M,16.19M,76.17% 롱포지션,-0.003%,-0.008%,+0.001%,18.43%,8.68B,135.68K,"$64,015.71","96,628,000",1517.25,-0.524%,55.4%,"$64,000",146.2BTC,,,"$64,000",200.9BTC,,
2026-06-15 01:00,1차(01:00),정산_기준,24시간,56.98%,43.02%,145.85M,72.87M,72.98M,50.04% 숏포지션,-0.003%,-0.008%,+0.001%,18.43%,8.68B,135.68K,"$64,015.71","96,628,000",1517.25,-0.524%,55.4%,"$64,000",146.2BTC,,,"$64,000",200.9BTC,,
2026-06-15 01:30,1차(01:00),정산_30분후,1시간,55.21%,44.79%,2.03M,667.66K,1.36M,67.14% 숏포지션,-0.002%,-0.008%,+0.004%,18.41%,8.70B,135.68K,"$64,134.27","96,763,000",1517.25,-0.524%,78.9%,"$64,000",215.6BTC,,,"$64,000",137.8BTC,,
2026-06-15 02:00,1차(01:00),정산_1시간후,1시간,58.64%,41.36%,3.15M,1.57M,1.59M,50.27% 숏포지션,-0.002%,-0.008%,+0.003%,18.43%,8.68B,135.82K,"$63,949.13","96,390,000",1517.25,-0.579%,34.5%,"$64,000",134.4BTC,,,"$64,000",157.0BTC,,
2026-06-15 04:00,-,일반,1시간,28.7%,71.3%,6.79M,6.07M,717.06K,89.44% 롱포지션,+0.001%,-0.006%,+0.006%,18.39%,8.65B,135.53K,"$63,815.91","96,265,000",1517.25,-0.548%,64.2%,"$64,000",331.8BTC,,,"$64,000",208.5BTC,,
2026-06-15 06:00,-,일반,1시간,26.99%,73.01%,3.84M,879.14K,2.96M,77.11% 숏포지션,+0.004%,-0.004%,+0.002%,18.41%,8.66B,135.43K,"$64,013.3","96,512,000",1517.25,-0.589%,49.1%,"$64,000",163.8BTC,,,"$64,000",196.5BTC,,
2026-06-15 08:00,2차(09:00),정산_1시간전,1시간,53.44%,46.56%,16.08M,4.15M,11.93M,74.21% 숏포지션,+0.005%,-0.003%,+0.003%,18.64%,8.91B,136.18K,"$65,413.97","98,645,000",1517.25,-0.498%,33.6%,"$65,500",138.3BTC,,,"$65,500",146.9BTC,,
2026-06-15 08:30,2차(09:00),정산_30분전,1시간,69.22%,30.78%,9.25M,737.44K,8.51M,92.03% 숏포지션,+0.004%,-0.004%,+0.003%,18.63%,8.93B,136.20K,"$65,727.04","99,183,000",1517.25,-0.457%,60.0%,"$65,500",181.0BTC,,,"$65,500",168.2BTC,,
2026-06-15 09:00,2차(09:00),정산_기준,1시간,75.41%,24.59%,11.62M,738.27K,10.88M,93.65% 숏포지션,+0.003%,-0.006%,+0.002%,18.60%,8.96B,136.27K,"$65,750.15","99,175,000",1517.25,-0.529%,66.5%,"$65,500",220.0BTC,,,"$66,000",78.7BTC,,
2026-06-15 09:00,2차(09:00),정산_기준,4시간,62.23%,37.77%,220.61M,21.58M,199.04M,90.22% 숏포지션,+0.003%,-0.006%,+0.002%,18.60%,8.96B,136.27K,"$65,750.15","99,175,000",1517.25,-0.529%,66.5%,"$65,500",220.0BTC,,,"$66,000",78.7BTC,,
2026-06-15 09:00,2차(09:00),정산_기준,12시간,58.29%,41.71%,278.61M,69.65M,208.97M,75% 숏포지션,+0.003%,-0.006%,+0.002%,18.60%,8.96B,136.27K,"$65,750.15","99,175,000",1517.25,-0.529%,66.5%,"$65,500",220.0BTC,,,"$66,000",78.7BTC,,
2026-06-15 09:00,2차(09:00),정산_기준,24시간,57.92%,42.08%,312.72M,90.49M,222.23M,71.06% 숏포지션,+0.003%,-0.006%,+0.002%,18.60%,8.96B,136.27K,"$65,750.15","99,175,000",1517.25,-0.529%,66.5%,"$65,500",220.0BTC,,,"$66,000",78.7BTC,,
2026-06-15 09:30,2차(09:00),정산_30분후,1시간,72.84%,27.16%,17.99M,724.21K,17.27M,95.97% 숏포지션,+0.002%,-0.007%,+0.001%,18.55%,8.94B,136.11K,"$65,730.08","98,603,000",1516.97,-1.050%,40.2%,"$65,500",142.0BTC,,,"$66,000",171.4BTC,,
2026-06-15 10:00,2차(09:00),정산_1시간후,1시간,66.52%,33.48%,12.07M,1.02M,11.04M,91.51% 숏포지션,+0.001%,-0.008%,+0.001%,18.56%,8.95B,136.56K,"$65,613.89","98,344,000",1516.97,-1.109%,45.0%,"$65,500",174.2BTC,,,"$65,500",161.8BTC,,
2026-06-15 12:00,-,일반,1시간,35.84%,64.16%,9.18M,1.53M,7.65M,83.37% 숏포지션,-0.002%,-0.010%,+0.003%,18.54%,8.96B,137.01K,"$65,434.3","98,243,000",1516.97,-1.018%,54.2%,"$65,500",309.4BTC,,,"$65,500",245.3BTC,,
2026-06-15 14:00,-,일반,1시간,49.19%,50.81%,3.23M,920.64K,2.31M,71.54% 숏포지션,0.000%,-0.011%,+0.002%,18.56%,9.06B,137.97K,"$65,628.11","98,550,000",1516.97,-0.969%,56.5%,"$65,500",212.6BTC,,,"$65,500",186.4BTC,,
2026-06-15 16:00,3차(17:00),정산_1시간전,1시간,47.82%,52.18%,3.18M,959.24K,2.22M,69.79% 숏포지션,+0.001%,-0.010%,+0.001%,18.49%,9.10B,138.20K,"$65,749.08","98,650,000",1516.97,-0.983%,46.9%,"$65,500",194.6BTC,,,"$65,500",166.7BTC,,
2026-06-15 16:30,3차(17:00),정산_30분전,1시간,50.39%,49.61%,3.78M,1.21M,2.57M,67.99% 숏포지션,+0.001%,-0.009%,+0.001%,18.47%,9.12B,138.27K,"$65,953.46","98,918,000",1516.97,-1.038%,71.0%,"$66,000",196.8BTC,,,"$66,000",158.1BTC,,
2026-06-16 20:00,-,일반,1시간,61.33%,38.67%,12.74M,5.99M,6.75M,52.95% 숏포지션,-0.002%,-0.003%,+0.003%,18.59%,9.22B,138.75K,"$66,515.87","99,809,000",1513.37,-0.834%,34.4%,"$66,500",148.5BTC,,,"$66,500",217.9BTC,,
2026-06-17 12:00,-,일반,1시간,45.46%,54.54%,9.28M,2.02M,7.26M,78.26% 숏포지션,-0.002%,0.000%,+0.001%,18.60%,9.05B,137.34K,"$65,896.14","99,034,000",1508.83,-0.336%,51.3%,"$66,000",186.5BTC,,,"$66,000",184.3BTC,,
2026-06-17 14:00,-,일반,1시간,54.08%,45.92%,3.18M,844.14K,2.34M,73.45% 숏포지션,-0.004%,-0.002%,+0.003%,18.56%,9.05B,137.28K,"$65,887.06","99,076,000",1508.83,-0.324%,20.1%,"$66,000",175.5BTC,,,"$66,000",205.8BTC,,
2026-06-17 16:00,3차(17:00),정산_1시간전,1시간,41.44%,58.56%,3.46M,2.34M,1.12M,67.52% 롱포지션,-0.007%,-0.002%,+0.002%,18.61%,9.03B,137.61K,"$65,614.51","98,671,000",1508.83,-0.266%,61.7%,"$65,500",221.5BTC,,,"$65,500",231.5BTC,,
2026-06-17 16:30,3차(17:00),정산_30분전,1시간,64.93%,35.07%,5.67M,4.68M,991.08K,82.53% 롱포지션,-0.007%,-0.002%,+0.002%,18.58%,8.99B,137.28K,"$65,544.25","98,564,000",1508.83,-0.270%,37.1%,"$65,500",335.2BTC,,,"$65,500",152.2BTC,,
2026-06-17 17:00,3차(17:00),정산_기준,1시간,67.68%,32.32%,14.91M,13.56M,1.35M,90.94% 롱포지션,-0.007%,-0.002%,+0.002%,18.58%,8.95B,136.96K,"$65,508.7","98,516,000",1508.83,-0.350%,29.0%,"$65,500",163.5BTC,,,"$65,500",208.5BTC,,
2026-06-17 17:00,3차(17:00),정산_기준,4시간,58.01%,41.99%,24.79M,19.18M,5.61M,77.38% 롱포지션,-0.007%,-0.002%,+0.002%,18.58%,8.95B,136.96K,"$65,508.7","98,516,000",1508.83,-0.350%,29.0%,"$65,500",163.5BTC,,,"$65,500",208.5BTC,,
2026-06-17 17:00,3차(17:00),정산_기준,12시간,51.99%,48.01%,58.06M,32.57M,25.50M,56.09% 롱포지션,-0.007%,-0.002%,+0.002%,18.58%,8.95B,136.96K,"$65,508.7","98,516,000",1508.83,-0.350%,29.0%,"$65,500",163.5BTC,,,"$65,500",208.5BTC,,
2026-06-17 17:00,3차(17:00),정산_기준,24시간,47.86%,52.14%,303.22M,176.46M,126.76M,58.19% 롱포지션,-0.007%,-0.002%,+0.002%,18.58%,8.95B,136.96K,"$65,508.7","98,516,000",1508.83,-0.350%,29.0%,"$65,500",163.5BTC,,,"$65,500",208.5BTC,,
2026-06-17 17:30,3차(17:00),정산_30분후,1시간,56.18%,43.82%,17.72M,15.45M,2.27M,87.17% 롱포지션,-0.007%,-0.003%,-0.001%,18.55%,8.94B,136.81K,"$65,304.42","98,101,000",1508.83,-0.353%,46.8%,"$65,000",368.1BTC,,,"$65,000",132.3BTC,,
2026-06-17 18:00,3차(17:00),정산_1시간후,1시간,50.73%,49.27%,39.32M,37.19M,2.13M,94.59% 롱포지션,-0.007%,-0.004%,+0.001%,18.49%,8.88B,136.64K,"$64,915.98","97,566,000",1508.83,-0.353%,59.7%,"$65,000",185.7BTC,,,"$65,000",384.6BTC,,
2026-06-17 20:00,-,일반,1시간,65.61%,34.39%,1.98M,1.50M,477.83K,75.88% 롱포지션,-0.006%,-0.003%,+0.006%,18.46%,8.87B,137.01K,"$64,776.49","97,318,000",1508.83,-0.398%,35.4%,"$64,500",337.4BTC,,,"$65,000",207.4BTC,,
2026-06-17 22:00,-,일반,1시간,41.76%,58.24%,28.09M,22.73M,5.36M,80.91% 롱포지션,-0.003%,-0.003%,+0.004%,18.43%,8.90B,137.02K,"$65,007.12","97,751,000",1508.83,-0.292%,45.1%,"$65,000",236.6BTC,,,"$65,000",225.2BTC,,
2026-06-18 00:00,1차(01:00),정산_1시간전,1시간,52.02%,47.98%,30.55M,25.04M,5.51M,81.97% 롱포지션,-0.004%,-0.004%,0.000%,18.46%,8.93B,136.82K,"$65,106.19","97,829,000",1508.83,-0.385%,56.5%,"$65,000",195.0BTC,,,"$65,000",195.7BTC,,
2026-06-18 00:30,1차(01:00),정산_30분전,1시간,48.42%,51.58%,25.16M,20.13M,5.03M,79.99% 롱포지션,-0.003%,-0.004%,0.000%,18.46%,8.95B,136.96K,"$65,315.06","98,057,000",1508.83,-0.388%,56.6%,"$65,000",200.7BTC,,,"$65,500",139.1BTC,,
2026-06-18 01:00,1차(01:00),정산_기준,1시간,38.32%,61.68%,19.47M,5.13M,14.35M,73.68% 숏포지션,-0.003%,-0.003%,+0.001%,18.44%,8.97B,136.59K,"$65,784.88","98,765,000",1508.83,-0.461%,49.5%,"$65,500",195.3BTC,,,"$66,000",198.1BTC,,
2026-06-18 01:00,1차(01:00),정산_기준,4시간,40.73%,59.27%,96.41M,59.90M,36.51M,62.13% 롱포지션,-0.003%,-0.003%,+0.001%,18.44%,8.97B,136.59K,"$65,784.88","98,765,000",1508.83,-0.461%,49.5%,"$65,500",195.3BTC,,,"$66,000",198.1BTC,,
2026-06-18 01:00,1차(01:00),정산_기준,12시간,60.85%,39.15%,188.18M,140.52M,47.66M,74.67% 롱포지션,-0.003%,-0.003%,+0.001%,18.44%,8.97B,136.59K,"$65,784.88","98,765,000",1508.83,-0.461%,49.5%,"$65,500",195.3BTC,,,"$66,000",198.1BTC,,
2026-06-18 01:00,1차(01:00),정산_기준,24시간,51.04%,48.96%,264.17M,179.44M,84.74M,67.92% 롱포지션,-0.003%,-0.003%,+0.001%,18.44%,8.97B,136.59K,"$65,784.88","98,765,000",1508.83,-0.461%,49.5%,"$65,500",195.3BTC,,,"$66,000",198.1BTC,,
2026-06-18 01:30,1차(01:00),정산_30분후,1시간,34.2%,65.8%,42.26M,1.42M,40.83M,96.63% 숏포지션,-0.003%,-0.003%,-0.002%,18.40%,9.02B,136.65K,"$66,244.08","99,273,000",1508.83,-0.577%,46.5%,"$66,000",262.1BTC,,,"$66,000",186.4BTC,,
2026-06-18 02:00,1차(01:00),정산_1시간후,1시간,35.01%,64.99%,34.89M,4.81M,30.09M,86.23% 숏포지션,-0.004%,-0.002%,+0.001%,18.47%,8.96B,136.06K,"$65,854.89","98,752,000",1508.83,-0.602%,43.5%,"$66,000",200.5BTC,,,"$66,000",212.6BTC,,
2026-06-18 04:00,-,일반,1시간,51.55%,48.45%,51.19M,37.41M,13.78M,73.08% 롱포지션,-0.004%,+0.001%,+0.007%,18.44%,8.84B,134.47K,"$65,555.14","98,563,000",1508.83,-0.399%,50.1%,"$65,500",239.5BTC,,,"$65,500",190.1BTC,,
2026-06-18 06:00,-,일반,1시간,41.83%,58.17%,3.78M,1.68M,2.10M,55.56% 숏포지션,-0.001%,+0.003%,-0.001%,18.35%,8.63B,134.17K,"$64,395.2","97,240,000",1508.83,+0.052%,54.6%,"$64,500",226.2BTC,,,"$64,500",189.2BTC,,
2026-06-18 08:00,2차(09:00),정산_1시간전,1시간,66.43%,33.57%,29.63M,26.33M,3.29M,88.89% 롱포지션,+0.002%,+0.002%,-0.001%,18.39%,8.61B,133.82K,"$64,318.53","97,007,000",1508.83,-0.037%,71.9%,"$64,500",213.3BTC,,,"$64,500",209.7BTC,,
2026-06-18 08:30,2차(09:00),정산_30분전,1시간,71.98%,28.02%,4.76M,1.21M,3.55M,74.51% 숏포지션,+0.002%,+0.002%,0.000%,18.35%,8.63B,133.83K,"$64,479.94","97,201,000",1508.83,-0.072%,70.0%,"$64,500",243.7BTC,,,"$64,500",188.9BTC,,
2026-06-18 09:00,2차(09:00),정산_기준,1시간,55.24%,44.76%,3.07M,778.79K,2.29M,74.62% 숏포지션,+0.003%,+0.001%,0.000%,18.33%,8.62B,133.86K,"$64,510.18","97,265,000",1508.83,-0.070%,64.0%,"$64,500",172.1BTC,,,"$64,500",208.6BTC,,
2026-06-18 09:00,2차(09:00),정산_기준,4시간,53.23%,46.77%,41.24M,33.04M,8.20M,80.11% 롱포지션,+0.003%,+0.001%,0.000%,18.33%,8.62B,133.86K,"$64,510.18","97,265,000",1508.83,-0.070%,64.0%,"$64,500",172.1BTC,,,"$64,500",208.6BTC,,
2026-06-18 09:00,2차(09:00),정산_기준,12시간,42.1%,57.9%,324.18M,221.13M,103.04M,68.21% 롱포지션,+0.003%,+0.001%,0.000%,18.33%,8.62B,133.86K,"$64,510.18","97,265,000",1508.83,-0.070%,64.0%,"$64,500",172.1BTC,,,"$64,500",208.6BTC,,
2026-06-18 09:00,2차(09:00),정산_기준,24시간,47.92%,52.08%,440.26M,310.99M,129.27M,70.64% 롱포지션,+0.003%,+0.001%,0.000%,18.33%,8.62B,133.86K,"$64,510.18","97,265,000",1508.83,-0.070%,64.0%,"$64,500",172.1BTC,,,"$64,500",208.6BTC,,
2026-06-18 09:30,2차(09:00),정산_30분후,1시간,53.85%,46.15%,3.28M,790.14K,2.49M,75.9% 숏포지션,+0.003%,0.000%,0.000%,18.34%,8.64B,133.84K,"$64,589.13","97,400,000",1518.88,-0.693%,38.9%,"$64,500",174.0BTC,,,"$64,500",201.0BTC,,
2026-06-18 10:00,2차(09:00),정산_1시간후,1시간,57.49%,42.51%,3.66M,767.49K,2.89M,79.01% 숏포지션,+0.003%,-0.001%,+0.005%,18.35%,8.63B,133.96K,"$64,498.33","97,094,000",1518.88,-0.870%,22.8%,"$64,500",211.1BTC,,,"$64,500",220.0BTC,,
2026-06-18 12:00,-,일반,1시간,30.94%,69.06%,4.09M,1.97M,2.12M,51.89% 숏포지션,+0.003%,-0.002%,+0.003%,18.38%,8.67B,134.10K,"$64,682.8","97,301,000",1518.88,-0.874%,33.8%,"$64,500",238.3BTC,,,"$64,500",191.9BTC,,
2026-06-18 14:00,-,일반,1시간,44.51%,55.49%,41.79M,40.41M,1.38M,96.71% 롱포지션,+0.001%,-0.001%,+0.001%,18.35%,8.62B,134.84K,"$63,824.8","95,981,000",1518.88,-0.993%,61.2%,"$64,000",221.2BTC,,,"$64,000",169.9BTC,,
2026-06-18 16:00,3차(17:00),정산_1시간전,1시간,56.32%,43.68%,3.53M,2.31M,1.22M,65.36% 롱포지션,+0.002%,+0.003%,0.000%,18.39%,8.62B,134.58K,"$64,084.59","96,353,000",1518.88,-0.965%,48.3%,"$64,000",203.8BTC,,,"$64,000",204.7BTC,,
2026-06-18 16:30,3차(17:00),정산_30분전,1시간,45.92%,54.08%,4.14M,882.31K,3.25M,78.67% 숏포지션,+0.002%,+0.003%,0.000%,18.40%,8.64B,134.44K,"$64,268.73","96,733,000",1518.88,-0.883%,69.0%,"$64,000",209.3BTC,,,"$64,500",185.0BTC,,
2026-06-18 17:00,3차(17:00),정산_기준,1시간,46.84%,53.16%,6.78M,972.09K,5.80M,85.65% 숏포지션,+0.002%,+0.003%,-0.001%,18.37%,8.65B,134.23K,"$64,456.66","96,977,000",1518.88,-0.860%,40.4%,"$64,500",186.4BTC,,,"$64,500",153.9BTC,,
2026-06-18 17:00,3차(17:00),정산_기준,4시간,48.26%,51.74%,72.91M,62.85M,10.05M,86.21% 롱포지션,+0.002%,+0.003%,-0.001%,18.37%,8.65B,134.23K,"$64,456.66","96,977,000",1518.88,-0.860%,40.4%,"$64,500",186.4BTC,,,"$64,500",153.9BTC,,
